CATEGORY_INCIDENT,BYLINE,byLine,PROVIDER_SUBJECT,IMAGES_CAPTION,EXTENSION,CATEGORY_NAMES,CATEGORY_INCIDENT_NAMES,PROVIDER_NEWS_ID,KPF_GABAGE_NEWS_IS,printingPage,DATE,PRINTING_PAGE,NEWS_ID,SUB_TITLE,IMAGES,KPF_ABUSING_NEWS,KPF_ABUSING_NEWS_IS,CATEGORY,PROVIDER_LINK_PAGE,PROVIDER,TITLE,PROVIDER_CODE,CONTENT
,김경호,김경호,00050003,"국민의힘 김기현 대표(왼쪽)와 더불어민주당 이재명 대표. 연합뉴스
이재명 더불어민주당 대표 트위터 갈무리",jpg,정치>국회_정당<font color=Gray> | </font>정치>청와대,,20230610509803,FALSE,,20230611,,01100701.20230611080920001,,https://www.bigkinds.or.kr/resources/images/01100701/2023/06/11/01100701.20230611080920001.01,,FALSE,"001000000 001004000
001000000 001006000",http://www.segye.com/content/html/2023/06/10/20230610509803.html,세계일보,"이재명, 김기현 아들 ‘가상자산 업체 임원’ 근무 보도에 “金 답할 차례”",01100701,"국민의힘 김기현 대표(왼쪽)와 더불어민주당 이재명 대표. 연합뉴스 <br/> 더불어민주당은 10일 김기현 국민의힘 대표의 아들이 가상자산 업계에서 근무하고 있다는 보도를 두고 ""김 대표와 국민의힘이 결백을 증명할 때""라며 ""가상자산 보유 현황을 공개하라""고 촉구했다. <br/> <br/> 이재명 대표는 이날 자신의 트위터에 김 대표 아들이 암호화폐 투자사 임원이라는 내용의 .."
,이보람(lee.boram2@joongang.co.kr),이보람(lee.boram2@joongang.co.kr),,김기현 국민의힘 대표와 이재명 더불어민주당 대표가 지난 5월 22일 오전 서울 여의도 국회도서관에서 열린 '민주화추진협의회 결성 39주년 기념식'에 자리하고 있다. 뉴스1,jpg,정치>국회_정당,,25168921,FALSE,,20230610,,01100901.20230610173147001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/06/10/01100901.20230610173147001.01,,FALSE,001000000 001004000,https://www.joongang.co.kr/article/25168921,중앙일보,"'김기현 아들 암호화폐업체 임원' 보도에…이재명 ""金 답할 차례""",01100901,더불어민주당은 김기현 국민의힘 대표 아들이 암호화폐 업체 임원이라는 내용의 보도가 나온 것과 관련해 김 대표의 암호화폐 자산 보유 현황을 공개하라고 촉구했다. <br/> <br/> 이재명 민주당 대표는 10일 트위터에 관련 언론 보도를 공유하며 “김기현 대표가 답할 차례입니다”라는 짤막한 글을 남겼다. <br/> <br/> 한민수 대변인도 서면브리핑을 통해 “보도에 따르면 김 대표..
,유동현 기자,유동현 기자,016,김기현 국민의힘 대표가 9일 국회에서 열린 제7차 전국위원회에서 인사말을 하고 있다. [연합],jpg,정치>국회_정당,,20230610000071,FALSE,50,20230610,50,02100701.20230610164626001,,https://www.bigkinds.or.kr/resources/images/02100701/2023/06/10/02100701.20230610164626001.01,,FALSE,001000000 001004000,http://biz.heraldcorp.com/view.php?ud=20230610000071,헤럴드경제,김기현 아들 암호화폐업체 임원 보도…이재명 “金 답할 차례”,02100701,[헤럴드경제=유동현 기자] 김기현 국민의힘 대표의 아들이 암호화폐 업체 임원이라는 내용의 보도가 나오자 더불어민주당이 김 대표의 가상자산 보유 현황 공개를 촉구하고 나섰다. 이재명 더불어민주당 대표도 ‘김 대표가 답할 차례’라며 가세했다. <br/> <br/> 한민수 더불어민주당 대변인은 10일 서면브리핑에서 “보도에 따르면 김 대표 아들이 임원으로 근무하는 곳은 블..
,,,,,jpg,정치>북한<font color=Gray> | </font>정치>청와대,,2023060900381,FALSE,A23,20230609,A23,02100601.20230609003354001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/09/02100601.20230609003354001.01,,FALSE,"001000000 001001000
001000000 001006000",https://www.hankyung.com/opinion/article/2023060900381,한국경제,[시론] 北 자유화 더 미룰 수 없다,02100601,지난 4월부터 북한은 ‘군사정찰위성’ 발사를 공언해왔다. 명분은 한국과 미국의 군사적 위협에서 국가 안전과 인민의 안녕을 위한 것이란다. 군사정찰위성은 2021년 8차 당대회에서 제기된 국방력발전 5개년 계획의 5대 핵심 과제 중 하나다. 우리의 누리호 발사 성공도 김정은의 조급증을 자극한 듯하다. 북한은 평안북도 동창리 서해위성발사장에서 우주 발사체 ..
,김현주,김현주,00050073,,jpg,IT_과학>모바일<font color=Gray> | </font>경제>산업_기업,,20230609511673,FALSE,,20230609,,01100701.20230609190012001,,https://www.bigkinds.or.kr/resources/images/01100701/2023/06/09/01100701.20230609190012001.01,,FALSE,"008000000 008003000
002000000 002005000",http://www.segye.com/content/html/2023/06/09/20230609511673.html,세계일보,모바일 통한 국경 없는 복권발행 본격 시행하나?,01100701,"더블유로또는 이달부터 실시간 모바일 복권 추첨 방송을 시작합니다. 이 방송은 본사 방송국에서 진행되며, 전 세계 고객들은 유튜브나 와우자 플랫폼을 통해 시청할 수 있습니다. <br/> <br/> 더블유로또는 ㈜윈디플랜과 제휴하여 이 서비스를 제공합니다. ㈜윈디플랜은 한국에서 복권 발행, 실시간 추첨 방송을 진행한 경험이 있는 회사입니다. 더블유로또는 ㈜윈디플랜의 기술.."
"1 8 27
1 8 28
1 8 29",송치훈,송치훈,0306,"‘강남 납치·살해 사건’의 피의자 이경우(왼쪽부터), 황대한, 연지호가 9일 서울 강남구 수서경찰서에서 검찰로 송치되고 있다. 이들은 지난달 29일 오후 11시46분쯤 서울 강남구 역삼동의 한 아파트 앞에서 40대 여성을 납치해 살해한 혐의를 받는다. 2023.4.9. 뉴스1
‘강남 40대 여성 납치·살해 사건’의 배후로 지목된 재력가 부부 유상원(50.왼쪽)·황은희(48)가 13일 서울 강남구 수서경찰서에서 검찰로 송치되고 있다. 2023.4.13. 뉴스1",jpg,사회>사건_사고<font color=Gray> | </font>국제>아시아<font color=Gray> | </font>국제>중국,범죄>범죄일반>절도<font color=Gray> | </font>범죄>범죄일반>유괴/납치<font color=Gray> | </font>범죄>범죄일반>살인,20230609.119695554.2,FALSE,,20230609,,01100401.20230609165819001,,https://www.bigkinds.or.kr/resources/images/01100401/2023/06/09/01100401.20230609165819001.01,,FALSE,"003000000 003006000
005000000 005006000
005000000 005002000",https://www.donga.com/news/Society/article/all/20230609/119695554/2,동아일보,‘강남 납치 살해’ 주범 이경우 “살인할 의도는 없었다”,01100401,강남 납치 살해 사건의 주범 이경우(36)가 법정에서 살인을 하려는 의도가 없었다고 주장했다. <br/> <br/>이경우의 변호인은 9일 서울중앙지법 형사합의29부(김승정 부장판사) 심리로 열린 첫 공판준비기일에서 “강도 범행은 인정하지만 살인을 모의하지 않았고 살인하려는 의도도 전혀 없었다. 사체유기 혐의도 부인한다”고 말했다. 이경우는 변호인 의견에 동의하느냐는 ..
,김수연 기자,김수연 기자,00050073,'부자 아빠 가난한 아빠'의 저자 로버트 기요사키 (Robert Kiyosaki). 로버트 기요사키 SNS 갈무리,jpg,국제>중남미<font color=Gray> | </font>국제>유럽_EU<font color=Gray> | </font>국제>러시아,,20230609513378,FALSE,,20230609,,01100701.20230609153117001,,https://www.bigkinds.or.kr/resources/images/01100701/2023/06/09/01100701.20230609153117001.01,,FALSE,"005000000 005007000
005000000 005008000
005000000 005005000",http://www.segye.com/content/html/2023/06/09/20230609513378.html,세계일보,"""역대 최악의 부동산 폭락 겪을 것""…'부자아빠' 기요사키 경고",01100701,'부자 아빠 가난한 아빠'의 저자 로버트 기요사키 (Robert Kiyosaki). 로버트 기요사키 SNS 갈무리 <br/> 세계적인 베스트셀러 '부자 아빠 가난한 아빠'의 저자 로버트 기요사키(Robert Kiyosaki)가 역사상 최악의 부동산 위기가 도래할 것이라 경고했다. <br/> <br/> 8일(현지시간) 암호화폐 전문지 핀볼드에 따르면 기요사키는 미국의 오피스타..
,김철오,김철오,경제,‘부자 아빠 가난한 아빠’ 저자 로버트 기요사키 트위터 프로필 사진,jpg,국제>중국<font color=Gray> | </font>국제>유럽_EU<font color=Gray> | </font>경제>증권_증시,,0018346433,FALSE,,20230609,,01100201.20230609150539001,"“올해 부동산 폭락, 2008년 금융위기 능가할 것”",https://www.bigkinds.or.kr/resources/images/01100201/2023/06/09/01100201.20230609150539001.01,,FALSE,"005000000 005002000
005000000 005008000
002000000 002006000",https://news.kmib.co.kr/article/view.asp?arcid=0018346433&code=61141511&cp=kd,국민일보,"‘부자아빠’ 저자 “사상 최악 부동산 폭락, 올해 온다”",01100201,밀리언셀러 ‘부자 아빠 가난한 아빠’ 시리즈의 저자 로버트 기요사키가 2008년 서브프라임 모기지 사태를 넘어 최악으로 기록될 부동산 가격 폭락을 경고했다. <br/> <br/>기요사키는 8일(현지시간) 미국 애리조나주 피닉스에서 “2008년 금융위기를 아무것도 아니게 만들 사상 최악의 부동산 폭락이 올해 찾아올 것”이라는 내용의 트윗을 작성했다. 기요사키는 1990..
1 8 30,윤세미|기자|,윤세미|기자|,W0301,A'테라·루나' 사태의 핵심 인물인 권도형 테라폼랩스 대표가 11일(현지시간) 몬테네그로 포드고리차 지방법원에 출석하고 있다. 권 씨는 몬테네그로 법원에 각각 40만유로를 내는 조건으로 보석을 청구했다. 몬테네그로 검찰은 보석 요구에 반대했으며 보석 여부는 결정되지 않았다./AFPBBNews=뉴스1,jpg,국제>미국_북미<font color=Gray> | </font>국제>유럽_EU<font color=Gray> | </font>정치>국회_정당,범죄>범죄일반>사기,2023060909163116357,FALSE,,20230609,,02100201.20230609102851001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/06/09/02100201.20230609102851001.01,,FALSE,"005000000 005003000
005000000 005008000
001000000 001004000",http://news.moneytoday.co.kr/view/mtview.php?no=2023060909163116357&type=2,머니투데이,"'테라' 권도형, 몬테네그로 정치판 뒤흔들어…야당대표 후원 고백",02100201,[머니투데이 윤세미 기자] 권도형 테라폼랩스 대표가 몬테네그로 유력 정치인에 정치 자금을 제공했다는 의혹이 불거지면서 현지 정치권에 파문이 일고 있다.<br/><br/>발칸인사이트와 디크립트 등 외신에 따르면 드리탄 아바조비치 몬테네그로 총리는 7일(현지시간) 기자회견에서 권 씨로부터 현지 정당인 '지금 유럽(Europe Now)'의 밀로코 스파이치 대표에 정치 자금..
1 6 21,남가언,남가언,"아주경제
사회
법원",,jpg,사회>사건_사고<font color=Gray> | </font>국제>미국_북미<font color=Gray> | </font>사회>여성,범죄>기업범죄>횡령,20230609080738608,FALSE,,20230609,,02100851.20230609081905001,,https://www.bigkinds.or.kr/resources/images/02100851/2023/06/09/02100851.20230609081905001.01,,FALSE,"003000000 003006000
005000000 005003000
003000000 003002000",https://www.ajunews.com/view/20230609080738608,아주경제,'246억 횡령' 계양전기 前직원 징역 12년 확정,02100851,"법원 <br/> <br/> <br/>회삿돈 수백억원을 횡령한 혐의로 기소된 계양전기 전직 재무팀 직원에게 대법원이 징역 12년을 확정했다. <br/> <br/>9일 법조계에 따르면 대법원 3부(주심 안철상 대법관)는 특정경제범죄가중처벌법상 횡령, 범죄수익은닉규제법 위반 혐의로 기소된 김모 씨에게 징역 12년을 선고하고 가상화폐 42만여개 몰수, 203억여원 추징을 명령한 원심을 확정했다..."
,김경호,김경호,00050003,김남국 무소속 의원. 연합뉴스,jpg,정치>국회_정당,,20230609504959,FALSE,,20230609,,01100701.20230609081728002,,https://www.bigkinds.or.kr/resources/images/01100701/2023/06/09/01100701.20230609081728002.01,,FALSE,001000000 001004000,http://www.segye.com/content/html/2023/06/09/20230609504959.html,세계일보,"김남국 “윤리특위, 필요하면 적극 협조”",01100701,"김남국 무소속 의원. 연합뉴스 <br/> 가상자산(코인) 논란으로 더불어민주당을 탈당한 김남국 의원은 8일 그동안 자숙하는 시간을 가졌다며 국회 윤리특별위원회 자문위원회에서 출석 등 협조를 요청하면 적극적으로 임하겠다고 밝혔다. <br/> <br/> 김 의원은 이날 오후 국회 소통관에서 기자들과 만나 ""(자문위에서) 출석이나 여러가지 요청하면 소명이 필요한 부분은 적극 협조.."
,이보람(lee.boram2@joongang.co.kr),이보람(lee.boram2@joongang.co.kr),,"8일 오후 국회 의원회관에서 국회 윤리특별위원회 내 윤리심사자문위원회(자문위)가 열리고 있다. 자문위는 이날 회의에서 김남국 무소속 의원의 징계안에 대한 첫 심사를 진행했다. 연합뉴스
거액 가상자산 보유의혹을 받고 있는 김남국 무소속 의원이 8일 오후 서울 여의도 국회의원회관 사무실로 발걸음을 옮기고 있다. 뉴스1",jpg,정치>국회_정당<font color=Gray> | </font>정치>청와대<font color=Gray> | </font>정치>북한,,25168531,FALSE,,20230608,,01100901.20230608192344001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/06/08/01100901.20230608192344001.01,,FALSE,"001000000 001004000
001000000 001006000
001000000 001001000",https://www.joongang.co.kr/article/25168531,중앙일보,"국회 윤리심사자문위 ""'코인논란' 김남국 소명 듣고 29일까지 의견 낼 것""",01100901,김남국 무소속 의원의 수십억원대 암호화폐(코인) 투자 논란을 들여다보고 있는 국회 윤리심사자문위원회가 조만간 김 의원으로부터 소명을 듣고 이달 안에 의견을 내기로 했다. <br/> <br/> 유재풍 자문위원장은 8일 오후 국회에서 첫 회의를 마친 후 기자들과 만나 “16일 오후 7시에 모여서 다시 자문위를 열기로 했고 김남국 의원의 소명을 듣기로 했다”고 밝혔다. <br/>..
,정지은/선한결,정지은/선한결,,한경미디어그룹과 INF컨설팅은 8일 서울 강남구 삼성동 그랜드인터컨티넨탈 서울파르나스에서 '산업플랫폼 혁신포럼'을 열고 디지털 혁신과 플랫폼 전략을 논의했다. 청중이 '독일 자동차 산업의 디지털 트랜스포메이션과 데이터 생태계 플랫폼 사례'를 주제로 한 하겐 호이바흐 SAP 자동차산업 글로벌 부사장의 강연을 듣고 있다. /김기남 한국경제매거진 기자,jpg,경제>증권_증시,,2023060878351,FALSE,A1,20230608,A1,02100601.20230608183422001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/08/02100601.20230608183422001.01,,FALSE,002000000 002006000,https://www.hankyung.com/economy/article/2023060878351,한국경제,"""토크노믹스 시대 본격 개막""",02100601,“BTS는 싫고 뉴진스만 좋아하는 투자자라고요. 그럼 하이브 주식 대신 ‘뉴진스 코인’을 사면 됩니다.” <br/> <br/>전우종 SK증권 대표가 8일 서울 삼성동 그랜드인터컨티넨탈서울파르나스에서 열린 ‘산업플랫폼 혁신포럼’에서 꺼낸 얘기다. 이날 행사는 한경미디어그룹과 INF컨설팅이 공동 주최했다. 주요 기업 경영진 등 1000여 명이 참석했다. <br/> <br/>전 대표는 ..
,조미현,조미현,,,jpg,국제>미국_북미<font color=Gray> | </font>경제>경제일반,,202306087624i,FALSE,,20230608,,02100601.20230608180337001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/08/02100601.20230608180337001.01,,FALSE,"005000000 005003000
002000000 002014000",https://www.hankyung.com/economy/article/202306087624i,한국경제,철퇴 맞은 바이낸스…'크립토 윈터' 장기화 되나,02100601,미국 증권거래위원회(SEC)가 암호화폐 거래소 바이낸스에 칼을 빼 들면서 암호화폐 업계는 시장에 미칠 영향에 대해 촉각을 곤두세우고 있다. 이번 사태를 두고 친 암호화폐 기조를 보여온 미국 바이든 행정부가 'FTX 파산'에 대해 선을 긋기 위해 태세 전환했다는 분석이 나온다. 일각에서는 바이낸스가 세계 최대 비트코인 선물거래소였던 비트멕스의 전철을 밟는..
1 8 30,강동용,강동용,사회,포드고리차 지방법원으로 향하는 권도형 테라·루나 코인 폭락 사태의 핵심 인물 권도형(32) 테라폼랩스 대표가 지난 5월 11일(현지시간) 몬테네그로 수도 포드고리차 지방법원에 출두하고 있다. 연합뉴스,png,사회>사회일반,범죄>범죄일반>사기,01100611.20230608500190,FALSE,,20230608,,01100611.20230608180312001,,https://www.bigkinds.or.kr/resources/images/01100611/2023/06/08/01100611.20230608180312001.01,,FALSE,003000000 003010000,http://www.seoul.co.kr/news/newsView.php?id=20230608500190,서울신문,검찰 “권도형 체포 이후 암호화폐 380억원 어치 빼돌린 정황”,01100611,검찰이 ‘테라·루나 코인’ 폭락 사태의 핵심 인물인 권도형(32) 테라폼랩스 대표가 몬테네그로에서 체포된 상태에서 380억원을 빼돌린 정황을 포착했다고 8일 밝혔다.<br/>단성한 서울남부지검 금융·증권범죄합동수사부장은 이날 블룸버그와의 인터뷰에서 “권 대표가 지난 3월 붙잡힌 이후 루나파운데이션가드(LFG) 소유의 가상자산(암호화폐) 지갑에서 2900만 달러..
1 8 30,박지연 기자 (nodelay@fnnews.com),박지연 기자 (nodelay@fnnews.com),검찰·법원,"epa10540912 Police officers escort South Korean crypto mogul Do Kwon (R) in Podgorica, Montenegro, 24 March 2023. Do Kwon is wanted in South Korea, Singapore and the USA for the involvement in the collapse of his company Terraform, which is estimated to have cost investors more than 40 billion US dollars. EPA/BORIS PEJOVIC",jpg,국제>미국_북미<font color=Gray> | </font>경제>금융_재테크<font color=Gray> | </font>국제>아시아,범죄>범죄일반>사기,202306081726434167,FALSE,,20230608,,02100501.20230608174535001,,https://www.bigkinds.or.kr/resources/images/02100501/2023/06/08/02100501.20230608174535001.01,,FALSE,"005000000 005003000
002000000 002008000
005000000 005006000",http://www.fnnews.com/news/202306081726434167,파이낸셜뉴스,"""권도형, 암호화폐 380억 빼돌린 정황 포착""",02100501,"epa10540912 Police officers escort South Korean crypto mogul Do Kwon (R) in Podgorica, Montenegro, 24 March 2023. Do Kwon is wanted in South Korea, Singapore and the USA for the involvement in the c.."
,선한결,선한결,,"최원영 하나증권 디지털본부장(왼쪽), 안혁 한국투자증권 수석팀장(오른쪽)이 한경/INF컨설팅 산업플랫폼 혁신포럼에서 각 사 ST 사업 전략을 발표하고 있다. 김기남 한국경제매거진 기자",jpg,경제>증권_증시<font color=Gray> | </font>경제>금융_재테크<font color=Gray> | </font>경제>유통,,202306087563i,FALSE,,20230608,,02100601.20230608172201001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/08/02100601.20230608172201001.01,,FALSE,"002000000 002006000
002000000 002008000
002000000 002003000",https://www.hankyung.com/finance/article/202306087563i,한국경제,"""'팔라듐 조각투자' 플랫폼 추진…ST, 증권사 수수료 경쟁에 대안""",02100601,"금융투자업계의 대표적 신사업 분야로 꼽히는 토큰증권(ST) 시장이 이르면 올 하반기부터 활발해질 전망이다. 새 먹거리를 찾고 있는 증권사들이 각종 신규 서비스를 추진하고 있어서다. <br/> <br/>ST는 블록체인 기술을 이용해 토큰 형태로 발행한 증권이다. 이론적으로는 상업용 빌딩, 예술품, 명품 잡화, 지식재산권(IP) 등 모든 비정형자산에 대한 권리를 토큰으로.."
,임민철,임민철,"아주경제
보도자료
모바일",,png,경제>증권_증시<font color=Gray> | </font>경제>반도체<font color=Gray> | </font>경제>무역,,20230608170549420,FALSE,,20230608,,02100851.20230608170811001,"""청년 스타트업 창업, 글로벌 도전 중장기 지원""",https://www.bigkinds.or.kr/resources/images/02100851/2023/06/08/02100851.20230608170811001.01,,FALSE,"002000000 002006000
002000000 002009000
002000000 002001000",https://www.ajunews.com/view/20230608170549420,아주경제,"크래프톤, 패스트트랙아시아에 220억 규모 투자…신사업 기회 창출",02100851,사진=크래프톤 <br/> <br/> <br/>게임사 크래프톤이 사업 다각화 일환으로 스타트업 지주회사 패스트트랙아시아에 220억원을 투자하며 최대 주주로 올라섰다. 패스트트랙아시아의 ‘컴퍼니 빌더’ 모델을 활용해 청년 창업과 해외 진출을 지원하고 신사업 기회와 연결 고리를 찾아 갈 전망이다. <br/> <br/>크래프톤은 지난 2일 마무리된 패스트트랙아시아 유상증자에 참여해 220억원 가..
,문경근,문경근,"정치
국회",김남국 의원 페이스북 캡처,jpg,정치>국회_정당<font color=Gray> | </font>정치>선거<font color=Gray> | </font>정치>청와대,,01100611.20230608500049,FALSE,,20230608,,01100611.20230608104439001,,https://www.bigkinds.or.kr/resources/images/01100611/2023/06/08/01100611.20230608104439001.01,,FALSE,"001000000 001004000
001000000 001002000
001000000 001006000",http://www.seoul.co.kr/news/newsView.php?id=20230608500049,서울신문,‘복수혈전’ 김남국 “국민의힘 김성원·장예찬 고소”,01100611,가상자산(암호화폐) 보유 논란으로 더불어민주당을 탈당한 무소속 김남국 의원이 자신의 코인 투자를 비판한 국민의힘 김성원 의원과 장예찬 최고위원을 고소했다.<br/>김 의원은 8일 페이스북에 “김성원 의원과 장예찬 최고위원을 허위사실 적시에 의한 명예훼손죄로 고소장을 제출했다”고 밝혔다. 그는 “공직자를 향한 의혹 제기와 이를 수단으로 정치적 공세를 하는 것은 ..
1 8 30,공병선,공병선,일반,"김남국 무소속 의원 [이미지출처=연합뉴스]
",jpg,사회>사건_사고<font color=Gray> | </font>정치>국회_정당<font color=Gray> | </font>경제>경제일반,범죄>범죄일반>사기,2023060809021681188,FALSE,19,20230608,19,02100801.20230608102313001,"검찰 ""제기된 의혹 가볍게 안 봐"" 
위믹스 증권성 따라 자본시장법 적용 가능성",https://www.bigkinds.or.kr/resources/images/02100801/2023/06/08/02100801.20230608102313001.01,,FALSE,"003000000 003006000
001000000 001004000
002000000 002014000",https://view.asiae.co.kr/article/2023060809021681188,아시아경제,"檢, 김남국 은행계좌 압수수색…소환 불가피할 듯",02100801,"김남국 무소속 의원의 가상화폐 의혹을 수사 중인 검찰이 김 의원의 은행 계좌를 압수수색하면서 수사를 확대하고 있다. 아직 가상화폐 투자금의 출처와 자금세탁 여부 등 핵심 의혹이 남아있어, 김 의원의 검찰 소환은 불가피할 것으로 보인다. 검찰은 소환 시점을 고려하고 있는 것으로 알려졌다. <br/> <br/>8일 법조계 등에 따르면 서울남부지검은 전날 ""(가상화폐와 연.."
,장서우,장서우,,"
",jpg,경제>국제경제<font color=Gray> | </font>국제>미국_북미,,202306085576i,FALSE,,20230608,,02100601.20230608072427001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/08/02100601.20230608072427001.01,,FALSE,"002000000 002013000
005000000 005003000",https://www.hankyung.com/international/article/202306085576i,한국경제,"옐런 ""중소은행 추가 합병될 수도…상업용 부동산 시장 '복병'""",02100601,이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다. <br/> <br/> <br/> <br/>재닛 옐런 미국 재무장관(사진)이 지난 3월 은행 위기 때와 같은 소규모 은행들의 합병이 추가로 더 있을 수 있다고 언급했다. 그는 특히 상업용 부동산 시장과 관련해 “문제가 발생할 수 있다”며 우려를 표했다. <br/> <br/>옐런 장관은 7일(현지시간) CNBC 방송 ‘..
,"김민영
김민영·윤선훈","김민영
김민영·윤선훈","아주경제
금융
암호화폐",,jpg,경제>증권_증시<font color=Gray> | </font>IT_과학>콘텐츠,,20230608024624649,FALSE,,20230608,,02100851.20230608064228001,,https://www.bigkinds.or.kr/resources/images/02100851/2023/06/08/02100851.20230608064228001.01,,FALSE,"002000000 002006000
008000000 008004000",https://www.ajunews.com/view/20230608024624649,아주경제,​[아주경제 코이너스 브리핑] 급반등 후 숨 고르는 비트코인...짧은 회복 vs 상승 전환,02100851,"[사진=아주경제 DB] <br/> <br/> 급반등 후 숨 고르는 비트코인...짧은 회복 vs 상승 전환 전일 5% 넘게 급반등한 비트코인이 소폭 하락하며 숨을 고르고 있다. 급등한 비트코인 가격이 상승분을 다시 토해내 데드 캣 바운스(dead cat bounce·하락하는 주식 가격의 작고 짧은 회복)에 그칠 것인지, 본격 상승장에 접어둘 것인지 시장의 관심이 쏠린다.."
,뉴욕=김흥록 특파원,뉴욕=김흥록 특파원,"증권
해외증시
미국",뉴욕증권거래소. 로이터연합뉴스,jpg,경제>외환<font color=Gray> | </font>경제>국제경제<font color=Gray> | </font>경제>증권_증시,,29QRWIUP6W,FALSE,0,20230608,0,02100311.20230608062902001,"다우존스 0.27%↑, S&P500 0.38%↓",https://www.bigkinds.or.kr/resources/images/02100311/2023/06/08/02100311.20230608062902001.01,,FALSE,"002000000 002002000
002000000 002013000
002000000 002006000",http://www.sedaily.com/NewsView/29QRWIUP6W,서울경제,‘세계 금리인상 행진 안끝났다’…채권 수익률 상승에 나스닥 1.29%↓[데일리국제금융시장],02100311,"뱅크오브캐나다의 예상 밖 금리 인상으로 경제 상황과 연준의 통화 정책 전망을 재평가하면서 뉴욕 증시가 혼조세를 보였다. 경제가 생각보다 회복력이 강하지만 앞으로 금리는 좀 더 오를 수 있으며, 이는 기술기업의 주가와 경제 전반에 더 큰 하방 압력을 가할 것이라는 전망이다. <br/> <br/><br/> 7일(현지시간) CNBC에 따르면 다우존스30산업평균지수는 91.74포인.."
,송경재 기자 (dympna@fnnews.com),송경재 기자 (dympna@fnnews.com),국제경제,몬테네그로 검찰이 7일(현지시간) '테라' 폭락사태 핵심 인물인 권도형 테라폼랩스 대표와 측근 한씨에 대한 포드고리차 지방법원의 보석 허가 재결정에 불복해 고등법원에 다시 항고했다. 권대표가 3월 24일 몬테네그로 수도 포드고리차에서 수갑을 찬 채 법원에 들어가고 있다. 로이터연합,jpg,사회>사건_사고<font color=Gray> | </font>국제>미국_북미<font color=Gray> | </font>국제>유럽_EU,,202306080355053862,FALSE,,20230608,,02100501.20230608040201001,,https://www.bigkinds.or.kr/resources/images/02100501/2023/06/08/02100501.20230608040201001.01,,FALSE,"003000000 003006000
005000000 005003000
005000000 005008000",http://www.fnnews.com/news/202306080355053862,파이낸셜뉴스,"몬테네그로 검찰, '테라' 권도형 보석에 재항고...보석 집행 연기",02100501,[파이낸셜뉴스] <br/> 몬테네그로 검찰이 7일(현지시간) '테라' 폭락사태 핵심 인물인 권도형 테라폼랩스 대표와 측근 한씨에 대한 포드고리차 지방법원의 보석 허가 재결정에 불복해 고등법원에 다시 항고했다. 권대표가 3월 24일 몬테네그로 수도 포드고리차에서 수갑을 찬 채 법원에 들어가고 있다. 로이터연합 <br/> <br/>몬테네그로 검찰이 암호화폐 '테라·루나' 폭락 ..
2 9 35,안재석,안재석,,,jpg,미분류,사고>산업사고>원자력사고,2023060749431,FALSE,A31,20230607,A31,02100601.20230607003539001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/07/02100601.20230607003539001.01,,FALSE,999999999,https://www.hankyung.com/opinion/article/2023060749431,한국경제,"[안재석 칼럼] 누구나 신이 필요한 순간이 있다, 그러나…",02100601,"살이 올랐다. 포동포동. 그래서 가끔, 아주 가끔 사내 헬스장을 찾는다. 매번 별로 붐비진 않는다. 주위에 포동이들이 많은 데는 다 이유가 있구나, 생각한다. 줄줄이 비어 있는 로커(물품 보관함) 앞에 설 때마다 망설인다. 몇 번을 골라야 하나…. 어디선가 주워들은 얘기가 떠오른다. ‘사주에 물이 부족한 사람은 1, 6번이 행운의 숫자다.’ 선택은 16.."
,정혜인|기자|,정혜인|기자|,W0201,"/AFPBBNews=뉴스1
/사진=자크(Zach) XBT 트위터",jpg,정치>북한<font color=Gray> | </font>IT_과학>보안,,2023060718290929666,FALSE,,20230607,,02100201.20230607190239001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/06/07/02100201.20230607190239001.01,,FALSE,"001000000 001001000
008000000 008002000",http://news.moneytoday.co.kr/view/mtview.php?no=2023060718290929666&type=2,머니투데이,"""北, '이용자 500만명' 코인지갑 해킹…최소 456억 탈취 추정""",02100201,"[머니투데이 정혜인 기자] CNN, 암호화폐 추적 전문가 인용 보도,<br/>""北해커집단 '라자루스' 해킹 기술과 동일""<br/><br/> <br/>북한 해커들이 글로벌 가상자산(암호화폐) 업체를 해킹해 최소 3500만달러(약 456억5750만원)를 가로챈 것으로 추정된다는 외신 보도가 나왔다.<br/><br/>6일(현지시간) CNN은 복수의 암호화폐 추적 전문가들을 인용해 최근 에스토니아 기반.."
